dataset_index,full_name,pdes,neo,a,e,i,q,om,w,moid,diameter,E_M_useful_kg,sigma_M_kg,value_usd,comp_class,value_per_kg,total_mass_kg,dv_out_kms,cargo_LLO_kg,dry_mass_kg,prop_mass_kg,tof_out_days,loiter_days,tof_ret_days,mission_time_days,mission_cost_usd,revenue_LLO_usd,net_cost_usd,direct_cost_usd,feasible,verdict,profit_usd,direct_minus_mining_usd,total_time_years
605553,       (2010 JP89),2010 JP89,N,3.12668632829405,0.3041641771285477,10.02509652091316,2.17566035410941,113.8150055288741,303.6233160411368,1.20498,4.854,30423763903578.652,3042376390357.865,0.9999,C,0.9999,79643361004132.6,7.187881054045221,348609.6226909104,55000.0,916118.4222189025,676.271186440678,693.3559322033898,681.3220338983051,2050.9491525423728,976308974.850724,348574.76172864134,975960400.0889953,1027134892.8158332,True,mining_cheaper_than_direct,-975960400.0889953,51174492.72683787,5.615192751656052
6143,  6144 Kondojiro (1994 EQ3),6144,N,4.761392046272173,0.3615451544707015,5.88349032103415,3.039933823407131,117.1009217723604,96.4169674006212,2.04184,32.492,9125211936014398.0,912521193601440.0,0.9999,C,0.9999,2.3887989361294236e+16,9.762058571977391,337486.61407036654,55000.0,1543109.7812428304,1310.1694915254238,297.1525423728813,619.4745762711864,2226.7966101694915,1603430748.077329,337452.8654089595,1603093295.21192,998966051.9731661,True,direct_cheaper_than_mining,-1603093295.21192,-604127243.2387539,6.096636851935637
82896, 82897 (2001 QM89),82897,N,2.876555649973128,0.0695678558700978,13.2678094970739,2.676439841113482,79.91236678473935,232.8674421857623,1.68207,5.689,48980298497811.14,4898029849781.114,0.9999,C,0.9999,128220676695840.67,7.1817767380553,347465.604511167,55000.0,1403632.7048609746,618.6440677966102,0.0,495.77966101694915,1114.4237288135594,1463924660.4635856,347430.8579507159,1463577229.605635,1024237685.133481,True,direct_cheaper_than_mining,-1463577229.605635,-439339544.4721539,3.051125883130895
122732,122733 (2000 SK47),122733,N,5.110679299874785,0.0410255719969088,22.02072160177367,4.90101075830466,189.1682573196293,208.2299863801619,3.91472,15.235,940678031914967.0,94067803191496.7,0.9999,C,0.9999,2462507936950175.5,8.944741976150477,324150.9187018414,55000.0,2125377.4282587282,1166.1016949152543,0.0,1052.406779661017,2218.5084745762715,2185819506.763806,324118.5036099712,2185495388.2601957,965193617.4478109,True,direct_cheaper_than_mining,-2185495388.2601957,-1220301770.8123848,6.073945173377882
507012,507013 (2008 TP165),507013,N,4.064415433467849,0.2995089553724591,14.30837575803136,2.847086612790193,45.88715713145628,22.43976394352238,1.86646,4.553,25107679550702.19,2510767955070.219,0.9999,C,0.9999,65726909818592.125,10.563533754084723,344604.4794964792,55000.0,1780657.8720248549,820.3389830508474,49.52542372881356,1361.6440677966102,2231.508474576271,1841028248.862236,344570.01904852956,1840683678.8431876,1016991931.9457276,True,direct_cheaper_than_mining,-1840683678.8431876,-823691746.89746,6.109537233610598
94401, 94402 (2001 SW277),94402,N,2.276868722075513,0.120744331100544,7.915228212053254,2.001949731224754,253.9686676698126,277.0500729417291,1.02582,4.594,25792093752954.188,2579209375295.419,0.9999,C,0.9999,67518570033911.484,5.767884456234379,365226.5132862682,55000.0,642740.7499303536,301.6949152542373,0.0,433.93220338983053,735.6271186440679,702874440.0063392,365189.9906349396,702509250.0157043,1069216901.6004095,True,mining_cheaper_than_direct,-702509250.0157043,366707651.58470523,2.0140372858153808
88245, 88246 (2001 DZ25),88246,N,3.998648711584546,0.086024911313857,17.08300562993486,3.654665310795216,131.3023451409889,110.6548208506944,2.68925,10.120,275711679458404.97,27571167945840.496,0.9999,C,0.9999,721758323189541.8,8.344779024570942,329672.93122650665,55000.0,1633128.6411854324,762.7118644067797,1287.6610169491526,681.3220338983051,2731.6949152542375,1693468331.942799,329639.963933384,1693138691.9788656,979178025.555813,True,direct_cheaper_than_mining,-1693138691.9788656,-713960666.4230527,7.478973073933573
465784,465785 (2010 AN47),465785,N,3.082356211038991,0.194105954616562,9.207529350923044,2.484052516226978,146.4100355961747,269.6347477830356,1.51646,3.639,12819166635770.61,1281916663577.061,0.9999,C,0.9999,33558027842331.438,6.882379273344273,355355.2994158093,55000.0,988190.0862392423,618.6440677966102,742.8813559322034,681.3220338983051,2042.8474576271187,1048395629.7771801,355319.7638858677,1048040310.0132942,1044218210.875014,True,direct_cheaper_than_mining,-1048040310.0132942,-3822099.1382802725,5.593011519855219
485145,485146 (2010 OW118),485146,N,3.091667309314782,0.2971031664940489,2.133922595485601,2.173123161971224,130.4274546742355,257.4150227296766,1.17847,2.479,4052688336252.9634,405268833625.2964,0.9999,C,0.9999,10609131770295.715,6.633667719759463,359310.96759123204,55000.0,815324.5606649641,330.50847457627117,396.20338983050846,805.0169491525423,1531.728813559322,875494148.1735826,359275.03649447294,875134873.1370881,1054235877.053397,True,mining_cheaper_than_direct,-875134873.1370881,179101003.916309,4.193644937876309
246442,246443 (2007 VH185),246443,N,3.047082440582617,0.0842570841296348,17.38191148143922,2.790344159036514,59.21929561020453,4.34214858754126,1.80323,4.514,24467989779355.406,2446798977935.5405,0.9999,C,0.9999,64052329265328.29,7.0371365728044415,334943.2127569163,55000.0,1267264.0292348934,474.5762711864407,940.9830508474575,619.4745762711864,2035.0338983050847,1327527620.1529741,334909.7184356406,1327192710.4345386,992524928.9603434,True,direct_cheaper_than_mining,-1327192710.4345386,-334667781.47419524,5.571619160315085
5647,  5648 (1990 VU1),5648,N,5.150056840872693,0.165599083746352,22.69316997477167,4.297212146782543,71.05021782187393,268.7464455400878,3.38802,59.295,5.5458465196792456e+16,5545846519679246.0,0.9999,C,0.9999,1.451792282638546e+17,9.320905680063309,318162.8034584412,55000.0,2825870.0967321917,791.5254237288136,49.52542372881356,990.5593220338983,1831.6101694915255,2886457877.7123117,318130.9871780954,2886139746.7251334,950028811.6840769,True,direct_cheaper_than_mining,-2886139746.7251334,-1936110935.0410566,5.014675344261534
30505, 30506 (2000 RO85),30506,N,5.126780370643693,0.0806768239602094,20.05617134769077,4.713168013198614,343.3614976370895,11.54416255554053,3.7087,34.356,1.0787514895387016e+16,1078751489538701.6,0.9999,C,0.9999,2.8239567788971244e+16,9.785352496330635,329514.27617636917,55000.0,2197713.390331317,877.9661016949153,49.52542372881356,1237.9491525423728,2165.4406779661017,2258170514.7165065,329481.32474875153,2257841033.391758,978776234.187248,True,direct_cheaper_than_mining,-2257841033.391758,-1279064799.20451,5.928653464657363
182929,182930 (2002 FX40),182930,N,3.222214809028345,0.0895407501828259,19.89556172096757,2.933695277777736,57.81470402828039,125.32837386,1.97329,6.581,75820963436698.14,7582096343669.814,0.9999,C,0.9999,198484197478267.38,7.450459871930081,343986.8585056731,55000.0,1517734.0091175418,532.2033898305085,0.0,557.6271186440678,1089.8305084745762,1578049697.7914383,343952.4598198226,1577705745.3316185,1015427816.6973609,True,direct_cheaper_than_mining,-1577705745.3316185,-562277928.6342577,2.9837933154676963
200416,200417 (2000 SO182),200417,N,3.935470044548154,0.3176254911262107,23.06624039348543,2.685464438836056,231.1389274632409,164.3995018817823,1.69974,11.163,370046584799795.8,37004658479979.586,0.9999,C,0.9999,968708337172240.4,10.247040621606663,338021.29346036824,55000.0,2301128.3352771453,791.5254237288136,0.0,990.5593220338983,1782.084745762712,2361606969.970883,337987.49133102223,2361268982.479552,1000320118.9484441,True,direct_cheaper_than_mining,-2361268982.479552,-1360948863.5311077,4.879082123922552
606439,       (2010 KS28),2010 KS28,N,2.405500312334269,0.2486627457674309,28.22582006931238,1.807341999724817,343.6059327916309,166.8712149725727,0.821606,3.634,12766398453089.08,1276639845308.908,0.9999,C,0.9999,33419891238453.09,7.604827507807595,312554.6989018566,55000.0,1340404.8545423201,561.0169491525423,99.05084745762711,433.93220338983053,1094.0,1400683658.7520647,312523.4434319664,1400371135.3086329,935826376.886742,True,direct_cheaper_than_mining,-1400371135.3086329,-464544758.42189085,2.9952087611225187
152132,152133 (2004 TN126),152133,N,3.951389881373948,0.0672041800420756,7.166903244801182,3.685839964369658,68.31259659270911,7.049820236661695,2.70084,8.238,148723291672237.78,14872329167223.78,0.9999,C,0.9999,389327988670779.56,8.033225439654265,341111.5931995873,55000.0,1268436.2876898614,849.1525423728814,0.0,990.5593220338983,1839.7118644067796,1328700122.4377007,341077.4820402674,1328359044.9556606,1008146253.4485487,True,direct_cheaper_than_mining,-1328359044.9556606,-320212791.5071119,5.036856576062367
245952,245953 (2006 SS36),245953,N,2.566315262126986,0.3105570938515798,14.03164197131487,1.769327852413874,342.3689840460158,2.716961381356588,0.761126,3.891,15671021938563.104,1567102193856.3103,0.9999,C,0.9999,41023617640217.555,7.326906204982604,350129.0396243986,55000.0,805912.647508172,676.271186440678,0.0,805.0169491525423,1481.2881355932204,866080277.3388536,350094.0267204361,865730183.3121332,1030982791.8180897,True,mining_cheaper_than_direct,-865730183.3121332,165252608.50595653,4.0555458880033415
598098,       (2010 BY57),2010 BY57,N,2.890171455947809,0.3158409946672046,16.02021137033768,1.97733682854249,181.1119483734085,112.3574252815333,1.02375,4.275,20783657809166.844,2078365780916.6848,0.9999,C,0.9999,54407481175829.43,7.096044424706807,348447.86065218016,55000.0,1085467.6858269933,618.6440677966102,2327.694915254237,557.6271186440678,3503.966101694915,1145693463.1056452,348413.01586611493,1145345050.0897791,1026725233.0485144,True,direct_cheaper_than_mining,-1145345050.0897791,-118619817.04126477,9.593336349609624
326103,326104 (2011 CQ32),326104,N,3.829698391621795,0.0442109308626104,4.553527654725751,3.660383860805153,308.1385958386581,69.18247594700887,2.66415,5.329,40257869425181.9,4025786942518.19,0.9999,C,0.9999,105387092736078.27,8.243608857016666,342618.79117254587,55000.0,1422993.1545704987,791.5254237288136,2822.9491525423728,805.0169491525423,4419.4915254237285,1483289137.1466494,342584.52929342864,1482946552.6173558,1011963208.1293393,True,direct_cheaper_than_mining,-1482946552.6173558,-470983344.4880165,12.099908351605006
